,label,feature,normalised_value,raw_value,dp,unit,color,plotting_id
162,PkC_ss,mifr,1.1600130891283993,136.79906173009522,19-01-24_YC013_probe1,166,blue,66
163,PkC_ss,mifr,0.24876473255735537,84.02022846128322,19-01-24_YC013_probe1,479,blue,67
164,PkC_cs,mifr,-1.140534433059432,3.553044631721678,19-01-24_YC013_probe1,73,orange,68
165,PkC_cs,mifr,-1.1638875004611173,2.2004521778413078,19-01-24_YC013_probe1,415,orange,69
166,PkC_cs,mifr,-1.1572277548026046,2.5861797384878766,19-01-24_YC013_probe1,169,orange,70
167,PkC_ss,mifr,0.7665429838147895,114.0095631978256,20-07-21_DK206_probe1,41,blue,71
168,PkC_ss,mifr,1.675630656402124,166.66325124261556,20-07-21_DK206_probe1,61,blue,72
169,PkC_ss,mifr,0.5950892249788057,104.0790878387625,20-07-21_DK206_probe1,110,blue,73
170,PkC_ss,mifr,2.2924337240711923,202.3880303694567,20-07-21_DK206_probe1,124,blue,74
171,PkC_ss,mifr,0.3325637409456731,88.87380527151913,20-07-21_DK206_probe1,572,gray,75
172,PkC_cs,mifr,-1.1543177409011232,2.7547255991291597,20-07-21_DK206_probe1,42,orange,76
173,PkC_cs,mifr,-1.1693814207516733,1.8822483633526803,20-07-21_DK206_probe1,53,gray,77
174,PkC_cs,mifr,-1.161696646510312,2.327344824123811,20-07-21_DK206_probe1,91,orange,78
175,PkC_cs,mifr,-1.1708200165863154,1.7989259527823274,20-07-21_DK206_probe1,112,gray,79
176,PkC_cs,mifr,-1.1695037192936781,1.8751649219275939,20-07-21_DK206_probe1,123,orange,80
177,MLI,mifr,0.1148310083911783,76.26288585993434,21-06-11_DK278_probe1,1693,red,81
178,PkC_ss,mifr,0.9820459481154281,126.49133607537306,21-06-11_DK278_probe1,63,blue,82
179,PkC_ss,mifr,0.44581649551904223,95.43332135487738,21-06-11_DK278_probe1,481,blue,83
180,PkC_ss,mifr,0.17935036686212835,79.99979955507965,21-06-11_DK278_probe1,489,blue,84
181,PkC_ss,mifr,-0.3695799865885451,48.20615801702286,21-06-11_DK278_probe1,1185,blue,85
182,PkC_cs,mifr,-1.154547453072591,2.741420839443948,21-06-11_DK278_probe1,54,orange,86
183,PkC_cs,mifr,-1.1491536272704932,3.053827254925637,21-06-11_DK278_probe1,64,orange,87
184,PkC_cs,mifr,-1.166636279801703,2.041244904145444,21-06-11_DK278_probe1,240,orange,88
185,PkC_cs,mifr,-1.1689081293290295,1.909661053760461,21-06-11_DK278_probe1,1058,orange,89
186,MLI,mifr,-0.7025691405310963,28.91967161677387,19-12-13_YC007_probe1,996,red,90
187,MLI,mifr,0.009586643362452945,70.16720979722528,19-12-13_YC007_probe1,273,red,91
188,MLI,mifr,-0.4775331706274578,41.95358915350585,19-12-13_YC007_probe1,300,red,92
189,MLI,mifr,-0.6989887355303304,29.127046035841488,19-12-13_YC007_probe1,503,red,93
190,MLI,mifr,-0.023385947610862413,68.25746162717668,22-08-13_MO042,420,red,94
191,MLI,mifr,-0.5848082871344822,35.74029346173447,22-08-13_MO042,347,red,95
192,PkC_ss,med_isi,-0.610314297212548,0.006833333333333334,18-08-30_YC001_probe1,431,blue,0
193,PkC_ss,med_isi,-0.6110836016700417,0.0066,18-08-30_YC001_probe1,437,blue,1
194,PkC_ss,med_isi,-0.5885539711291538,0.013433333333333334,18-08-30_YC001_probe1,487,blue,2
